ref,name,lat,long,local_ref,network,operator,shelter,bench,tactile_paving,wheelchair,departure_board,lit,bin,covered,passenger_information_display,pole,flag,kerb,traffic_sign,advertising,layer,street,crossing
503419919,Ravenswood House,50.8841423,-1.2032564,,,,,,,,,,,,,,,,,,,Mayles Lane,
503419920,Ravenswood House,50.8841516,-1.2033131,,,,,,,,,,,,,,,,,,,Mayles Lane,
503419921,Wickham Bridge,50.8973937,-1.1870185,,,,,,,,,,,,,,,,,,,Mayles Lane,Winchester Road
503419922,Wickham Bridge,50.8973202,-1.1868064,,,,,,,,,,,,,,,,,,,Mayles Lane,Wykeham Field
503420010,Buckhound Kennels,50.8372211,-1.5726170,,,,,,,,,,,,,,,,,,,A337,
503420011,Buckhound Kennels,50.8372323,-1.5725262,,,,,,,,,,,,,,,,,,,A337,
503420012,Ashdene Road,50.8975122,-1.5181019,,,,,,,,,,,,,,,,,,,New Road,Ash Grove
503420013,Ashdene Road,50.8974765,-1.5181876,,,,,,,,,,,,,,,,,,,New Road,Ashurst Close
503420014,New Road,50.8956518,-1.5162015,,,,,,,,,,,,,,,,,,,New Road,Lyndhurst Road
503420024,Malthouse Close,50.9926325,-1.5000756,,,,,,,,,,,,,,,,,,,Cherville Street,Malthouse Close
503420026,Greatbridge Rd Filling Station,50.9980839,-1.4984210,,,,,,,,,,,,,,,,,,,Greatbridge Road,Fishlake Meadows
503420052,Kings Road,50.9860808,-1.3790789,,,,yes,yes,no,,,yes,yes,,,,,,,,,Winchester Road,Kings Road
503420066,Randall Road,51.0021890,-1.3789681,,,,,,,,,,,,,,,,,,,Nichol Road,Randall Road
503420067,Randall Road,51.0021780,-1.3791305,,,,,,,,,,,,,,,,,,,Nichol Road,Opp Randall Road
503420068,Hursley Road,50.9992563,-1.3925379,,,,,,,,,,,,,,,,,,,Baddesley Road,Hursley Road
503420069,Knightwood Road,50.9867556,-1.3997527,,,,,,,,,,,,,,,,,,,Knightwood Road,
503420070,Lambourn Square,50.9830764,-1.3942868,,,,,,,,,,,,,,,,,,,Wicklow Drive,Lambourn Square
503420071,Winstone Crescent,50.9715195,-1.4446851,,,,,,,,,,,,,,,,,,,Rownhams Lane,Winstone Crescent
503420072,The Mews,50.9501894,-1.4523990,,,,,,,,,,,,,,,,,,,Rownhams Lane,The Mews
503420073,The Mews,50.9501255,-1.4521862,,,,,,,,,,,,,,,,,,,Rownhams Lane,The Mews
503420074,Harvest Road,50.9838240,-1.4085662,,,,,,,,,,,,,,,,,,,Skyswood Road,Opp Harvest Road
503420075,Catmint Close,50.9871134,-1.4064158,,,,,,,,,,,,,,,,,,,Skyswood Road,Catmint Close
503420076,Field View,50.9853498,-1.4044580,,,,,,,,,,,,,,,,,,,Skyswood Road,Field View
503420077,Potters Heron Inn,51.0068094,-1.4133864,,,,,,,,,,,,,,,,,,,Hook Road,Potters Heron Close
503420078,Potters Heron Inn,51.0073949,-1.4143665,,,,,,,,,,,,,,,,,,,A3090,Potters Heron Lane
503420084,Calmore Corner,50.9170042,-1.5042295,,,,,,,,,,,,,,,,,,,Testbourne Avenue,Opp Testbourne Close
503420085,Pipers Close,50.9136431,-1.5047488,,,,,,,,,,,,,,,,,,,Long Beech Drive,Opp Pipers Close
503420086,Silkin Gardens,50.9150735,-1.5069955,,,,,,,,,,,,,,,,,,,Graddidge Way,Opp Silkin Gardens
503420087,Nightingale Drive,50.9215212,-1.5155775,,,,,,,,,,,,,,,,,,,Stonechat Drive,Opp Nightingale Drive
503420088,Buckland Gardens,50.9330100,-1.5146471,,,,,,,,,,,,,,,,,,,Cooks Lane,Opp Buckland Gardens
503420091,Police Station,50.9198202,-1.4878672,,,,,,,,,,,,,,,,,,,Library Road,Testwood Lane
503420093,Downs Park Avenue,50.9130234,-1.4821097,,,,,,,,,,,,,,,,,,,Eling Lane,Opp Downs Park Avenue
503420094,Eling Mill,50.9108948,-1.4827165,,,,,,,,,,,,,,,,,,,Down's Park Crescent,Eling Lane
503420095,Downs Park Avenue,50.9117102,-1.4861213,,,,,,,,,,,,,,,,,,,Downs Park Crescent,Downs Park Avenue
503420098,Brookside,50.9075071,-1.4915012,,,,,,,,,,,,,,,,,,,Valley Road,Riverview
503420099,Players Crescent,50.9114492,-1.4963941,,,,,,,,,,,,,,,,,,,Spicer's Way,Opp Players Crescent
503420117,Post Office Centre,50.9484191,-1.3639174,,,,no,no,no,,,yes,no,,,,,,,,,Mitchell Way,George Curl Way
503420124,Coach Drop Off and Pick Up Point,50.9880375,-1.4980163,,,,,,,,,,,,,,,,,,,Nr Broadwater Road,
503420160,Malthouse Close,50.9925992,-1.5001721,,,,,,,,,,,,,,,,,,,Cherville Street,Opp Malthouse Close
503420161,The Kennels,50.8288696,-1.3768115,,,,,,,,,,,,,,,,,,,Long Lane,
503420255,Fawley Square,50.8266271,-1.3511711,,,,,,,,,,,,,,,,,,,School Road,Falcon Fields
503420259,Fawley Square,50.8268626,-1.3505417,,,,,,,,,,,,,,,,,,,School Road,Church Lane
503420317,Hartford Heath Cottages,50.8373552,-1.4275610,,,,,,,,,,,,,,,,,,,Beaulieu Road,
503420318,Hartford Heath Cottages,50.8373646,-1.4276319,,,,,,,,,,,,,,,,,,,Beaulieu Road,
503420319,Hill Top Farm,50.8320521,-1.4299263,,,,no,no,no,,,no,no,,,,,,,,,Beaulieu Road,
503420320,Hill Top Farm,50.8320427,-1.4298554,,,,,,,,,,,,,,,,,,,Beaulieu Road,
503420322,Hill Top Gate,50.8276639,-1.4318398,,,,no,no,no,,,,no,,,,,,,,,Beaulieu Road,B3054 Palace Lane
503420323,Hill Top Gate,50.8276456,-1.4317690,,,,no,no,no,,,,no,,,,,,,,,Beaulieu Road,B3054 Palace Lane
503420335,Beaulieu Road Station,50.8552428,-1.5044015,,,,,,,,,,,,,,,,,,,B3056,
503420337,Beaulieu Road Station,50.8552785,-1.5043301,,,,,,,,,,,,,,,,,,,B3056,
503420338,Ashurst Railway Station,50.8910417,-1.5272182,,,,no,no,no,,,,,,,,,,,,,A35 Lyndhurst Road,
503420339,Ashurst Railway Station,50.8900546,-1.5284724,,,,yes,yes,no,,,,,,,,,,,,,A35 Lyndhurst Road,
503420340,Ashurst Lodge,50.8863917,-1.5378630,,,,no,no,,,,,,,,,,,,,,A35,
503420341,Ashurst Lodge,50.8860635,-1.5390311,,,,no,no,no,,,,,,,,,,,,,A35,
503420343,Lodgehill Cottage,50.8825539,-1.5478327,,,,no,no,no,,,,,,,,,,,,,Southampton Road,
503420344,Lodgehill Cottage,50.8824617,-1.5477088,,,,no,no,no,,,,,,,,,,,,,Southampton Road,
503420346,Lyndhurst Old Police Station,50.8750857,-1.5642132,,,,yes,yes,no,,,,,,,,,,,,,Southampton Road,
503420347,Lyndhurst Old Police Station,50.8750687,-1.5644834,,,,no,no,no,,,,,,,,,,,,,Southampton Road,Princes Crescent
503420348,Queens Road,50.8737661,-1.5672670,,,,no,no,no,,,,,,,,,,,,,Southampton Road,Queens Road
503420349,Queens Road,50.8732835,-1.5680674,,,,yes,yes,yes,,,,,,,,,,,,,Southampton Road,Queens Road
503420350,Lyndhurst Fire Station,50.8723473,-1.5715672,,,,yes,yes,no,,,yes,yes,,,,,,,,,High Street,Beaulieu Road
503420351,Lyndhurst Fire Station,50.8722183,-1.5718577,,,,yes,yes,no,,,no,no,,,,,,,,,High Street,Beaulieu Road
503420353,Goose Green,50.8674844,-1.5757664,,,,,,,,,,,,,,,,,,,Shrubbs Hill Road,A35 Chapel Lane
503420354,Lyndhurst Crown Hotel,50.8726224,-1.5780141,,,,,,,,,,,,,,,,,,,High Street,Elcombes Close
503420355,Fox Lease,50.8651195,-1.5733437,,,,yes,,,,,,,,,,,,,,,Clay Hill,Beechen Lane
503420357,Fox Lease,50.8643285,-1.5734362,,,,,,,,,,,,,,,,,,,Clay Hill,
503420358,Ye Old Crown and Stirrup,50.8623742,-1.5726583,,,,,,,,,,,,,,,,,,,Clay Hill,
503420359,Clay Hill Cattle Grid,50.8597302,-1.5726256,,,,,,,,,,,,,,,,,,,Clay Hill,
503420360,Clay Hill Cattle Grid,50.8599286,-1.5727659,,,,,,,,,,,,,,,,,,,Clay Hill,
503420361,New Park,50.8415035,-1.5730762,,,,,,,,,,,,,,,,,,,A337,
503420362,New Park,50.8415121,-1.5729625,,,,,,,,,,,,,,,,,,,A337,
503420364,Balmer Lawn Hotel,50.8276131,-1.5715559,,,,,,,,,,,,,,,,,,,A337,B3055 Balmer Lawn Road
503420365,Balmer Lawn Hotel,50.8275996,-1.5716680,,,,,,,,,,,,,,,,,,,A337,Opp Balmer Lawn Rd B3055
503420615,Applemore Recreation Centre,50.8628452,-1.4321228,,,,,,,,,,,,,,,,,,,Claypits Lane,Hythe By-pass
503421276,Emery Down Kennels,50.8891572,-1.5783277,,,,,,,,,,,,,,,,,,,A337,
503421279,Emery Down Kennels,50.8891575,-1.5784273,,,,,,,,,,,,,,,,,,,A337,
503421281,Broughton Road,50.8795762,-1.5773055,,,,,,,,,,,,,,,,,,,Broughton Road,
503421283,Broughton Road,50.8795766,-1.5774050,,,,,,,,,,,,,,,,,,,Broughton Road,
503421286,Pikes Hill,50.8769589,-1.5771728,,,,,,,,,,,,,,,,,,,Romsey Road,Pikes Hill
503421291,Pikes Hill,50.8766164,-1.5769627,,,,,,,,,,,,,,,,,,,Romsey Road,Racecourse View
503421294,Lyndhurst Romsey Road,50.8741949,-1.5762882,,,,,,,,,,,,,,,,,,,Romsey Road,Queen's Parade
503421298,Lyndhurst Romsey Road,50.8732699,-1.5766377,,,,,,,,,,,,,,,,,,,Romsey Road,Wellands Road
503421299,Swan Green,50.8715203,-1.5852660,,,,,,,,,,,,,,,,,,,Bournemouth Road,Chapel Lane
503421305,Swan Green,50.8717222,-1.5864012,,,,,,,,,,,,,,,,,,,Bournemouth Road,
503421309,Bank Turning,50.8657637,-1.5937518,,,,,,,,,,,,,,,,,,,Pinkney Lane,A35
503421430,Paultons Park,50.9482726,-1.5518228,,,,,,,,,,,,,,,,,,,Private Car Park,
503421434,Copythorne Crescent,50.9360191,-1.5567558,,,,,,,,,,,,,,,,,,,A31 Romsey Road,Barrow Hill Road
503421435,Copythorne Crescent,50.9359738,-1.5566851,,,,,,,,,,,,,,,,,,,A31 Romsey Road,Barrow Hill Road
503421513,Berrywood Business Village,50.9332646,-1.3082392,,,,,,,,,,,,,,,,,,,Tollbar Way,
503421515,Berrywood Business Village,50.9332550,-1.3081397,,,,,,,,,,,,,,,,,,,Tollbar Way,
503421663,Abbotswood School,50.9173947,-1.4987417,,,,no,no,no,,,,,,,,,,,,,Ringwood Road,Southern Gardens
566192663,Greyshott Avenue Shops,50.8474293,-1.2155300,,,,,,,,,,,,,,,,,,,Greyshott Avenue,Sandisplatt
601097078,,50.8593911,-1.3897757,,,,,,,,,,,,,,,,,,,,
602285265,The Saints,50.9293277,-1.4630303,,,,,,,,,,,,,,,,,,,,
602285266,Millbrook Towers,50.9302573,-1.4591558,,,,,,,,,,,,,,,,,,,,
602286712,Oakley Road,50.9223740,-1.4477518,,,,,,,,,,,,,,,,,,,,
602788889,Kendal Avenue Shops,50.9243395,-1.4638604,,,,,,,,,,,,,,,,,,,,
602788890,Kendal Avenue Shops,50.9244113,-1.4636928,,,,,,,,,,,,,,,,,,,,
602788901,Sedbergh Road,50.9262195,-1.4641096,,,,,,,,,,,,,,,,,,,,
603794178,The Saints,50.9301351,-1.4623084,,,,,,,,,,,,,,,,,,,,
610368482,Purbeck Drive,50.8479911,-1.2099558,,,,,,,,,,,,,,,,,,,Longmynd Drive,Purbeck Drive
612526443,Debenhams,50.9028308,-1.4004007,CQ,,,,,,,,,,,,,,,,,,,
638905496,Rothschild Close,50.8881792,-1.3729450,,,,,,,,,,,,,,,,,,,,
638905924,Duncan Close,50.8879743,-1.3717166,,,,,,,,,,,,,,,,,,,,
638906014,Barnfield Road,50.8894856,-1.3682820,,,,,,,,,,,,,,,,,,,,
638906049,Kipling Court,50.8888667,-1.3660079,,,,,,,,,,,,,,,,,,,,
638906062,Kingsclere Close,50.8887366,-1.3671032,,,,,,,,,,,,,,,,,,,,
638906132,Winchfield Close,50.8873278,-1.3601301,,,,,,,,,,,,,,,,,,,,
638906202,Poulner Close,50.8879621,-1.3617442,,,,,,,,,,,,,,,,,,,,
641863552,Clarendon Road,50.9215836,-1.4405541,,,,,,,,,,,,,,,,,,,,
641866164,Clarendon Road,50.9216332,-1.4412919,,,,,,,,,,,,,,,,,,,,
641885884,,50.9132182,-1.4441974,,,,,,,,,,,,,,,,,,,,
641886386,,50.9136201,-1.4438829,,,,yes,yes,no,,,,,,,,,,,,,,
642104471,Oakley Road,50.9211358,-1.4367431,,,,,,,,,,,,,,,,,,,,
642105318,Oakley Road,50.9215416,-1.4364641,,,,,,,,,,,,,,,,,,,,
642105968,Beechfield Court,50.9199184,-1.4380895,,,,,,,,,,,,,,,,,,,,
642106118,St Clements Church,50.9188286,-1.4391191,,,,,,,,,,,,,,,,,,,,
642106406,Beechfield Court,50.9193226,-1.4384092,,,,,,,,,,,,,,,,,,,,
642107203,Claremont Crescent,50.9166997,-1.4414412,,,,,,,,,,,,,,,,,,,,
642107500,Claremont Crescent,50.9164226,-1.4416383,,,,,,,,,,,,,,,,,,,,
642111096,Regents Park Road,50.9138917,-1.4432227,,,,,,,,,,,,,,,,,,,,
642111600,Regents Park Road,50.9138525,-1.4430629,,,,,,,,,,,,,,,,,,,,
652877208,Raymond Road,50.9184849,-1.4154067,,,,no,,,,,,,,,,,,,,,,
652878960,Foys Corner,50.9139223,-1.4227134,,,,,,,,,,,,,,,,,,,,
652888351,Park Street,50.9225560,-1.4344787,SE,,,,,,,,,,,,,,,,,,,
665418336,Wilton Road,50.9207800,-1.4155420,,,,no,,,,,,,,,,,,,,,,
668141885,Castle Way,50.9023856,-1.4053809,BD,,,,,,,,,,,,,,,,,,,
668141887,Castle Way,50.9024979,-1.4056706,BI,,,,,,,,,,,,,,,,,,,
668141890,Hanover Buildings,50.9031091,-1.4033928,CT,,,,,,,,,,,,,,,,,,,
668141892,Vincent's Walk,50.9034464,-1.4026605,CK,,,,,,,,,,,,,,,,,,,
668141894,Above Bar Street,50.9057133,-1.4043104,AB,,,,,,,,,,,,,,,,,,,
668141895,Above Bar Street,50.9059543,-1.4045504,AD,,,,,,,,,,,,,,,,,,,
668141897,Commercial Road,50.9088061,-1.4066958,HG,,,,,,,,,,,,,,,,,,,
668141900,Four Post Hill,50.9092423,-1.4171411,,,,,,,,,,,,,,,,,,,,
668141901,Landguard Road,50.9108206,-1.4198354,,,,,,,,,,,,,,,,,,,,
668141904,Church Street,50.9215194,-1.4323101,SJ,,,,,,,,,,,,,,,,,,,
668141905,Park Street,50.9223726,-1.4346470,SC,,,,,,,,,,,,,,,,,,,
668141906,The King George,50.9217974,-1.4441863,,,,,,,,,,,,,,,,,,,,
668141908,Cumbrian Way,50.9212671,-1.4528017,,,,,,,,,,,,,,,,,,,,
668141910,Windrush Road,50.9218657,-1.4588836,,,,,,,,,,,,,,,,,,,,
671767283,BBC Centre,50.9080431,-1.4081651,AL,,,yes,,,,,,,,,,,,,,,,
671767284,Landguard Road,50.9119862,-1.4204290,,,,,,,,,,,,,,,,,,,,
671767291,Foyes Corner,50.9148414,-1.4237065,,,,yes,,no,,,,,,,,,,,,,,
671767298,Grove Road,50.9170029,-1.4264838,,,,yes,,no,,,,,,,,,,,,,,
671767312,Shirley Police Station,50.9198723,-1.4301733,,,,yes,,,,,,,,,,,,,,,,
671767332,Grange Road,50.9252182,-1.4388804,,,,yes,yes,,,,,,yes,,,,,,,,,
760262981,Adanac Park,50.9353003,-1.4693806,,,,yes,no,,,,,,yes,,,,,,,,,
766341336,,50.9377264,-1.4751759,,,,,,,,,,,,,,,,,,,,
808738766,Library Car Park,50.8715089,-1.5749243,,,,yes,yes,no,,,yes,yes,,,,,,,,,,
911826232,Bartley Garden Centre,50.9188910,-1.5697991,,,,,,,,,,,,,,,,,,,Southampton Road,Barneyhayes Lane
946536514,Wakefield Road,50.9287051,-1.3565632,,,,,,,,,,,,,,,,,,,,
956087977,Olive Road,50.9374417,-1.4426154,,,,,,,,,,,,,,,,,,,,
956088879,Olive Road,50.9374561,-1.4429105,,,,,,,,,,,,,,,,,,,,
956090958,Outer Circle,50.9364952,-1.4387839,,,,,,,,,,,,,,,,,,,,
973825093,Hurstbourne Place,50.8853126,-1.3660390,,,,,,,,,,,,,,,,,,,,
973825094,International Way,50.8866675,-1.3679365,,,,,,,,,,,,,,,,,,,,
973825095,Drayton Close,50.8859827,-1.3613848,,,,,,,,,,,,,,,,,,,,
973825097,Fullerton Close,50.8853681,-1.3631818,,,,,,,,,,,,,,,,,,,,
1022634223,Woolston Link Road,50.8982626,-1.3771360,,,,,,,,,,,,,,,,,,,,
1022634227,Squires Walk,50.8886106,-1.3703313,,,,,,,,,,,,,,,,,,,,
1022634264,Woolston Medical Centre,50.8970649,-1.3809897,,,,,,,,,,,,,,,,,,,,
1022634270,Woolston Link Road,50.8982490,-1.3773761,,,,,,,,,,,,,,,,,,,,
1022634273,Johns Road,50.8980841,-1.3783672,,,,,,,,,,,,,,,,,,,,
1022634276,Swift Road,50.8911731,-1.3750882,,,,,,,,,,,,,,,,,,,,
1022634279,Itchen Bridge,50.8988294,-1.3911665,,,,,,,,,,,,,,,,,,,,
1022634282,Johns Road,50.8979555,-1.3783537,,,,,,,,,,,,,,,,,,,,
1022634299,Keswick Road,50.8967174,-1.3800092,,,,,,,,,,,,,,,,,,,,
1022634302,Obelisk Road,50.8957347,-1.3809316,,,,,,,,,,,,,,,,,,,,
1022634310,Swift Road,50.8915248,-1.3754257,,,,,,,,,,,,,,,,,,,,
1022821659,Central Station,50.9085628,-1.4129917,SD,,,,,,,,,,,,,,,,,,,
1022821665,Cenotaph,50.9094564,-1.4048436,HC,,,,,,,,,,,,,,,,,,,
1022821674,Cenotaph,50.9095108,-1.4046810,HA,,,,,,,,,,,,,,,,,,,
1022821770,Central Station,50.9082711,-1.4129957,SB,,,,,,,,,,,,,,,,,,,
1033572677,,50.9229882,-1.4014369,,,,,,,,,,,,,,,,,,,,
1033572691,,50.9232427,-1.4011727,,,,,,,,,,,,,,,,,,,,
1036367211,,50.9409523,-1.4009409,,,,,,,,,,,,,,,,,,,,
1036404670,Ocean Village,50.8970403,-1.3943571,,,,,,,,,,,,,,,,,,,,
1036404686,Ocean Village,50.8969414,-1.3944014,,,,,,,,,,,,,,,,,,,,
1037384298,Swift Road,50.8911604,-1.3830623,,,,,,,,,,,,,,,,,,,,
1037384299,Swift Road,50.8907764,-1.3830114,,,,,,,,,,,,,,,,,,,,
1037384301,Arrow Close,50.8898107,-1.3764634,,,,,,,,,,,,,,,,,,,,
1037511929,Solent University,50.9073462,-1.3994397,IE,,,,,,yes,,,,,,,,,,,,,
1037553745,,50.9605681,-1.3613405,,,,,,,,,,,,,,,,,,,,
1038494040,Fort Road,50.8972857,-1.3721417,,,,,,,,,,,,,,,,,,,,
1038494062,Drove Road,50.9039560,-1.3480552,,,,,,,,,,,,,,,,,,,,
1038494064,Fort Road,50.8975014,-1.3726700,,,,,,,,,,,,,,,,,,,,
1038494066,Hinkler Road,50.9071751,-1.3435534,,,,,,,,,,,,,,,,,,,,
1038494074,,50.9032109,-1.3473567,,,,,,,,,,,,,,,,,,,,
1038494078,Gladstone Road,50.9049695,-1.3459996,,,,,,,,,,,,,,,,,,,,
1038494079,Drove Road,50.9036984,-1.3483478,,,,,,,,,,,,,,,,,,,,
1038494092,South East Road,50.9008533,-1.3536170,,,,,,,,,,,,,,,,,,,,
1038494099,Alfriston Gardens,50.9025643,-1.3508330,,,,,,,,,,,,,,,,,,,,
1038494110,Spike Islander,50.9019689,-1.3563769,,,,,,,,,,,,,,,,,,,,
1038494126,Bursledon Road,50.9062973,-1.3433925,,,,,,,,,,,,,,,,,,,,
1038494131,St Annes Road,50.8963829,-1.3682277,,,,,,,,,,,,,,,,,,,,
1038494138,St Annes Road,50.8963366,-1.3684214,,,,,,,,,,,,,,,,,,,,
1038494141,Gladstone Road,50.9052669,-1.3452117,,,,,,,,,,,,,,,,,,,,
1038494156,Alfriston Gardens,50.9023698,-1.3510354,,,,,,,,,,,,,,,,,,,,
1038494168,Kathleen Road,50.9006338,-1.3543373,,,,,,,,,,,,,,,,,,,,
1038494171,Bursledon Road,50.9064106,-1.3429874,,,,,,,,,,,,,,,,,,,,
1038585163,,50.9499725,-1.4044749,,,,,,,,,,,,,,,,,,,,
1038585178,Portswood/City Centre,50.9455704,-1.4055686,,,,,,,,,,,,,,,,,,,,
1038585185,Bassett Crescent,50.9392127,-1.4066572,,,,,,,,,,,,,,,,,,,,
1038585187,Bassett Crossroads,50.9367457,-1.4066242,,,,yes,,,,,,,,,,,,,,,,
1038585201,,50.9428818,-1.4064141,,,,yes,,,,,,,,,,,,,,,,
1038585208,,50.9482107,-1.4049194,,,,,,,,,,,,,,,,,,,,
1038585219,Bassett Crossroads,50.9367998,-1.4064364,,,,yes,,no,,,,,,,,,,,,,,
1038585225,Bassett Crescent,50.9391686,-1.4068575,,,,,,,,,,,,,,,,,,,,
1042416419,Upper Deacon Road,50.9102110,-1.3494448,,,,,,,,,,,,,,,,,,,,
1042416422,Upper Deacon Road,50.9103235,-1.3499209,,,,,,,,,,,,,,,,,,,,
1042431025,,50.9148932,-1.3568738,BE,,,,,,,,,,,,,,,,,,,
1042431051,Bitterne Leisure Centre,50.9149817,-1.3576363,BG,,,,,,,,,,,,,,,,,,,
1042431057,Ruby Road,50.9124915,-1.3544090,,,,,,,,,,,,,,,,,,,,
1042431108,North East Road,50.9089536,-1.3471623,,,,,,,,,,,,,,,,,,,,
1042431111,,50.9033635,-1.3352682,,,,,,,,,,,,,,,,,,,,
1042431146,North East Road,50.9084732,-1.3458869,,,,,,,,,,,,,,,,,,,,
1042431151,Ruby Road,50.9121662,-1.3534550,,,,,,,,,,,,,,,,,,,,
1042824203,Saltmarsh Road,50.8983548,-1.3923106,,,,,,,,,,,,,,,,,,,,
1045972060,,50.9182378,-1.4031977,,,,,,,,,,,,,,,,,,,,
1045972099,,50.9164377,-1.4023675,,,,,,,,,,,,,,,,,,,,
1045972119,,50.9140435,-1.4022457,,,,,,,,,,,,,,,,,,,,
1045972141,,50.9211312,-1.4047527,,,,yes,yes,,,,,,yes,yes,,,,,,,,
1046035324,Sedbergh Road,50.9268611,-1.4641823,,,,,,,,,,,,,,,,,,,,
1046035329,Arliss Road,50.9269546,-1.4433905,,,,no,no,,,,,,no,,,,,,,,,
1046035339,Holy Family Church,50.9267576,-1.4506915,,,,,,,,,,,,,,,,,,,,
1046035359,Cumbrian Way,50.9211439,-1.4544907,,,,,,,,,,,,,,,,,,,,
1046035367,Ullswater Road,50.9285348,-1.4559546,,,,,,,,,,,,,,,,,,,,
1046035372,Windrush Road,50.9218943,-1.4585088,,,,,,,,,,,,,,,,,,,,
1046035379,Mendip Road,50.9221618,-1.4504848,,,,,,,,,,,,,,,,,,,,
1046035398,Ullswater Road,50.9287597,-1.4564723,,,,,,,,,,,,,,,,,,,,
1046035404,Borrowdale Road,50.9276773,-1.4539410,,,,,,,,,,,,,,,,,,,,
1046035408,Cheviot Road,50.9211731,-1.4560572,,,,,,,,,,,,,,,,,,,,
1046035411,Redbridge Fire Station,50.9266175,-1.4475448,,,,,,,,,,,,,,,,,,,,
1046035415,Borrowdale Road,50.9275996,-1.4539436,,,,,,,,,,,,,,,,,,,,
1046035425,Redbridge Fire Station,50.9268354,-1.4485028,,,,,,,,,,,,,,,,,,,,
1046035455,Holy Family Church,50.9268810,-1.4503321,,,,,,,,,,,,,,,,,,,,
1046035462,Arliss Road,50.9272592,-1.4436447,,,,yes,,,,,,,yes,,,,,,,,,
1046035471,Irving Road,50.9264740,-1.4446671,,,,no,no,,,,,,no,,,,,,,,,
1046035496,Millbrook Towers,50.9301168,-1.4585007,,,,,,,,,,,,,,,,,,,,
1046035508,Maybush Court,50.9277635,-1.4446511,,,,yes,yes,,,,,,yes,,,,,,,,,
1046035511,Maybush Court,50.9282665,-1.4452023,,,,yes,yes,,,,,,yes,,,,,,,,,
1046035528,Oakley Road,50.9222756,-1.4476485,,,,,,,,,,,,,,,,,,,,
1046035573,Cumbrian Way,50.9215265,-1.4521667,,,,,,,,,,,,,,,,,,,,
1047945104,,50.9136542,-1.4020161,,,,,,,,,,,,,,,,,,,,
1053639352,,50.9381520,-1.3943692,,,,,,,,,,,,,,,,,,,,
1071065101,Kingsland Market,50.9047480,-1.3974094,IG,,,,,,,,,,,,,,,,,,,
1072423899,,50.9128797,-1.4364262,,,,,,,,,,,,,,,,,,,,
1074897846,Bargate Street,50.9027087,-1.4052507,BL,,,,,,,,,,,,,,,,,,,
1089314836,,50.9183384,-1.3738288,,,,,,,,,,,,,,,,,,,,
1089314850,Rampart Road,50.9180991,-1.3791771,,,,,,,,,,,,,,,,,,,,
1089340843,The Triangle,50.9243272,-1.3759706,,,,,,,,,,,,,,,,,,,,
1115017318,,50.9221124,-1.3621142,,,,,,,,,,,,,,,,,,,,
1119921070,Canterbury Drive,50.8645422,-1.4245935,,,,,,,,,,,,,,,,,,,Cumberland Way,Cambria Drive
1123137078,Shirley Post Office,50.9212413,-1.4303662,,,,,,,,,,,,,,,,,,,,
1123175309,Debenhams,50.9022902,-1.4008159,CR,,,,,,,,,,,,,,,,,,,
1123179353,Queensway,50.8984926,-1.4015240,QE,,,,,,,,,,,,,,,,,,,
1123385403,Bitterne Shops,50.9147074,-1.3625079,BC,,,,,,,,,,,,,,,,,,,
1129813991,Spring Road,50.9130564,-1.3650754,,,,,,,,,,,,,,,,,,,,
1137181201,Six Dials,50.9079810,-1.3943263,,,,,,,,,,,,,,,,,,,,
1145842496,Bitterne Leisure Centre,50.9140762,-1.3564414,BF,,,,,,,,,,,,,,,,,,,
1149209478,,50.9048732,-1.3588527,,,,,,,,,,,,,,,,,,,,
1159302769,Handel Terrace,50.9109056,-1.4111934,,,,,,,,,,,,,,,,,,,,
1159302771,Handel Road,50.9104680,-1.4092996,,,,,,,,,,,,,,,,,,,,
1159302773,Devonshire Road,50.9104108,-1.4097270,,,,,,,,,,,,,,,,,,,,
1186907677,,50.9130201,-1.3861703,,,,yes,yes,no,,,,,,,,,,,,,,
1208813662,,50.8645720,-1.2146860,,,,,,,,,,,,,,,,,,,,
1223301405,,50.9166795,-1.4551467,,,,,,,,,,,,,,,,,,,,
1225468640,,50.9165137,-1.4557098,,,,,,,,,,,,,,,,,,,,
1225468647,,50.9178885,-1.4575003,,,,,,,,,,,,,,,,,,,,
1225468651,Millbrook Roundabout,50.9178581,-1.4587408,,,,,,,,,,,,,,,,,,,,
1225468653,,50.9192734,-1.4613373,,,,yes,yes,no,,,,,,,,,,,,,,
1229564287,,50.9222467,-1.4032811,,,,,,,,,,,,,,,,,,,,
1229564292,,50.9222670,-1.4037156,,,,,,,,,,,,,,,,,,,,
1233732218,Pangbourne Close,50.9040579,-1.3540863,,,,,,,,,,,,,,,,,,,,
1239504628,,50.8959145,-1.3794065,,,,,,,,,,,,,,,,,,,,
1255350978,Ailsa Lane,50.9017540,-1.3766854,,,,,,,,,,,,,,,,,,,,
1255350985,Peartree Common,50.9044804,-1.3746103,,,,,,,,,,,,,,,,,,,,
1255350990,Leslie Loader House,50.9067790,-1.3725798,,,,,,,,,,,,,,,,,,,,
1255350991,Ridgeway House School,50.9095173,-1.3687684,,,,,,,,,,,,,,,,,,,,
1255350992,The Drummond,50.8996883,-1.3775714,,,,,,,,,,,,,,,,,,,,
1255350993,The Drummond,50.8995674,-1.3778088,,,,,,,,,,,,,,,,,,,,
1269322359,Ludlow School,50.9007338,-1.3711371,,,,,,,,,,,,,,,,,,,,
